*iec-power-symbols.txt*  Nerd Font Cheatsheets - IEC Power Symbols

===============================================================================
														   *iec-power-symbols*
Nerd Font - IEC Power Symbols ~

| Decimal | Unicode | Glyph |
| 10348   | \u286c  | ⡬     | *nerdfont-10348* *nerdfont-u286c* *nerdfont-⡬*
| 10349   | \u286d  | ⡭     | *nerdfont-10349* *nerdfont-u286d* *nerdfont-⡭*
| 10350   | \u286e  | ⡮     | *nerdfont-10350* *nerdfont-u286e* *nerdfont-⡮*
| 10351   | \u286f  | ⡯     | *nerdfont-10351* *nerdfont-u286f* *nerdfont-⡯*
| 10352   | \u2870  | ⡰     | *nerdfont-10352* *nerdfont-u2870* *nerdfont-⡰*
| 10353   | \u2871  | ⡱     | *nerdfont-10353* *nerdfont-u2871* *nerdfont-⡱*
| 10354   | \u2872  | ⡲     | *nerdfont-10354* *nerdfont-u2872* *nerdfont-⡲*
| 10355   | \u2873  | ⡳     | *nerdfont-10355* *nerdfont-u2873* *nerdfont-⡳*
| 10356   | \u2874  | ⡴     | *nerdfont-10356* *nerdfont-u2874* *nerdfont-⡴*
| 10357   | \u2875  | ⡵     | *nerdfont-10357* *nerdfont-u2875* *nerdfont-⡵*
| 10358   | \u2876  | ⡶     | *nerdfont-10358* *nerdfont-u2876* *nerdfont-⡶*
| 10359   | \u2877  | ⡷     | *nerdfont-10359* *nerdfont-u2877* *nerdfont-⡷*
| 10360   | \u2878  | ⡸     | *nerdfont-10360* *nerdfont-u2878* *nerdfont-⡸*
| 10361   | \u2879  | ⡹     | *nerdfont-10361* *nerdfont-u2879* *nerdfont-⡹*
| 10362   | \u287a  | ⡺     | *nerdfont-10362* *nerdfont-u287a* *nerdfont-⡺*
| 10363   | \u287b  | ⡻     | *nerdfont-10363* *nerdfont-u287b* *nerdfont-⡻*
| 10364   | \u287c  | ⡼     | *nerdfont-10364* *nerdfont-u287c* *nerdfont-⡼*
| 10365   | \u287d  | ⡽     | *nerdfont-10365* *nerdfont-u287d* *nerdfont-⡽*
| 10366   | \u287e  | ⡾     | *nerdfont-10366* *nerdfont-u287e* *nerdfont-⡾*
| 10367   | \u287f  | ⡿     | *nerdfont-10367* *nerdfont-u287f* *nerdfont-⡿*
| 10368   | \u2880  | ⢀     | *nerdfont-10368* *nerdfont-u2880* *nerdfont-⢀*
| 10369   | \u2881  | ⢁     | *nerdfont-10369* *nerdfont-u2881* *nerdfont-⢁*
| 10370   | \u2882  | ⢂     | *nerdfont-10370* *nerdfont-u2882* *nerdfont-⢂*
| 10371   | \u2883  | ⢃     | *nerdfont-10371* *nerdfont-u2883* *nerdfont-⢃*
| 10372   | \u2884  | ⢄     | *nerdfont-10372* *nerdfont-u2884* *nerdfont-⢄*
| 10373   | \u2885  | ⢅     | *nerdfont-10373* *nerdfont-u2885* *nerdfont-⢅*
| 10374   | \u2886  | ⢆     | *nerdfont-10374* *nerdfont-u2886* *nerdfont-⢆*
| 10375   | \u2887  | ⢇     | *nerdfont-10375* *nerdfont-u2887* *nerdfont-⢇*
| 10376   | \u2888  | ⢈     | *nerdfont-10376* *nerdfont-u2888* *nerdfont-⢈*
| 10377   | \u2889  | ⢉     | *nerdfont-10377* *nerdfont-u2889* *nerdfont-⢉*
| 10378   | \u288a  | ⢊     | *nerdfont-10378* *nerdfont-u288a* *nerdfont-⢊*
| 10379   | \u288b  | ⢋     | *nerdfont-10379* *nerdfont-u288b* *nerdfont-⢋*
| 10380   | \u288c  | ⢌     | *nerdfont-10380* *nerdfont-u288c* *nerdfont-⢌*
| 10381   | \u288d  | ⢍     | *nerdfont-10381* *nerdfont-u288d* *nerdfont-⢍*
| 10382   | \u288e  | ⢎     | *nerdfont-10382* *nerdfont-u288e* *nerdfont-⢎*
| 10383   | \u288f  | ⢏     | *nerdfont-10383* *nerdfont-u288f* *nerdfont-⢏*
| 10384   | \u2890  | ⢐     | *nerdfont-10384* *nerdfont-u2890* *nerdfont-⢐*
| 10385   | \u2891  | ⢑     | *nerdfont-10385* *nerdfont-u2891* *nerdfont-⢑*
| 10386   | \u2892  | ⢒     | *nerdfont-10386* *nerdfont-u2892* *nerdfont-⢒*
| 10387   | \u2893  | ⢓     | *nerdfont-10387* *nerdfont-u2893* *nerdfont-⢓*
| 10388   | \u2894  | ⢔     | *nerdfont-10388* *nerdfont-u2894* *nerdfont-⢔*
| 10389   | \u2895  | ⢕     | *nerdfont-10389* *nerdfont-u2895* *nerdfont-⢕*
| 10390   | \u2896  | ⢖     | *nerdfont-10390* *nerdfont-u2896* *nerdfont-⢖*
| 10391   | \u2897  | ⢗     | *nerdfont-10391* *nerdfont-u2897* *nerdfont-⢗*
| 10392   | \u2898  | ⢘     | *nerdfont-10392* *nerdfont-u2898* *nerdfont-⢘*
| 10393   | \u2899  | ⢙     | *nerdfont-10393* *nerdfont-u2899* *nerdfont-⢙*
| 10394   | \u289a  | ⢚     | *nerdfont-10394* *nerdfont-u289a* *nerdfont-⢚*
| 10395   | \u289b  | ⢛     | *nerdfont-10395* *nerdfont-u289b* *nerdfont-⢛*
| 10396   | \u289c  | ⢜     | *nerdfont-10396* *nerdfont-u289c* *nerdfont-⢜*
| 10397   | \u289d  | ⢝     | *nerdfont-10397* *nerdfont-u289d* *nerdfont-⢝*
| 10398   | \u289e  | ⢞     | *nerdfont-10398* *nerdfont-u289e* *nerdfont-⢞*
| 10399   | \u289f  | ⢟     | *nerdfont-10399* *nerdfont-u289f* *nerdfont-⢟*
| 10400   | \u28a0  | ⢠     | *nerdfont-10400* *nerdfont-u28a0* *nerdfont-⢠*
| 10401   | \u28a1  | ⢡     | *nerdfont-10401* *nerdfont-u28a1* *nerdfont-⢡*
| 10402   | \u28a2  | ⢢     | *nerdfont-10402* *nerdfont-u28a2* *nerdfont-⢢*
| 10403   | \u28a3  | ⢣     | *nerdfont-10403* *nerdfont-u28a3* *nerdfont-⢣*
| 10404   | \u28a4  | ⢤     | *nerdfont-10404* *nerdfont-u28a4* *nerdfont-⢤*
| 10405   | \u28a5  | ⢥     | *nerdfont-10405* *nerdfont-u28a5* *nerdfont-⢥*
| 10406   | \u28a6  | ⢦     | *nerdfont-10406* *nerdfont-u28a6* *nerdfont-⢦*
| 10407   | \u28a7  | ⢧     | *nerdfont-10407* *nerdfont-u28a7* *nerdfont-⢧*
| 10408   | \u28a8  | ⢨     | *nerdfont-10408* *nerdfont-u28a8* *nerdfont-⢨*
| 10409   | \u28a9  | ⢩     | *nerdfont-10409* *nerdfont-u28a9* *nerdfont-⢩*
| 10410   | \u28aa  | ⢪     | *nerdfont-10410* *nerdfont-u28aa* *nerdfont-⢪*
| 10411   | \u28ab  | ⢫     | *nerdfont-10411* *nerdfont-u28ab* *nerdfont-⢫*
| 10412   | \u28ac  | ⢬     | *nerdfont-10412* *nerdfont-u28ac* *nerdfont-⢬*
| 10413   | \u28ad  | ⢭     | *nerdfont-10413* *nerdfont-u28ad* *nerdfont-⢭*
| 10414   | \u28ae  | ⢮     | *nerdfont-10414* *nerdfont-u28ae* *nerdfont-⢮*
| 10415   | \u28af  | ⢯     | *nerdfont-10415* *nerdfont-u28af* *nerdfont-⢯*
| 10416   | \u28b0  | ⢰     | *nerdfont-10416* *nerdfont-u28b0* *nerdfont-⢰*
| 10417   | \u28b1  | ⢱     | *nerdfont-10417* *nerdfont-u28b1* *nerdfont-⢱*
| 10418   | \u28b2  | ⢲     | *nerdfont-10418* *nerdfont-u28b2* *nerdfont-⢲*
| 10419   | \u28b3  | ⢳     | *nerdfont-10419* *nerdfont-u28b3* *nerdfont-⢳*
| 10420   | \u28b4  | ⢴     | *nerdfont-10420* *nerdfont-u28b4* *nerdfont-⢴*
| 10421   | \u28b5  | ⢵     | *nerdfont-10421* *nerdfont-u28b5* *nerdfont-⢵*
| 10422   | \u28b6  | ⢶     | *nerdfont-10422* *nerdfont-u28b6* *nerdfont-⢶*
| 10423   | \u28b7  | ⢷     | *nerdfont-10423* *nerdfont-u28b7* *nerdfont-⢷*
| 10424   | \u28b8  | ⢸     | *nerdfont-10424* *nerdfont-u28b8* *nerdfont-⢸*
| 10425   | \u28b9  | ⢹     | *nerdfont-10425* *nerdfont-u28b9* *nerdfont-⢹*
| 10426   | \u28ba  | ⢺     | *nerdfont-10426* *nerdfont-u28ba* *nerdfont-⢺*
| 10427   | \u28bb  | ⢻     | *nerdfont-10427* *nerdfont-u28bb* *nerdfont-⢻*
| 10428   | \u28bc  | ⢼     | *nerdfont-10428* *nerdfont-u28bc* *nerdfont-⢼*
| 10429   | \u28bd  | ⢽     | *nerdfont-10429* *nerdfont-u28bd* *nerdfont-⢽*
| 10430   | \u28be  | ⢾     | *nerdfont-10430* *nerdfont-u28be* *nerdfont-⢾*
| 10431   | \u28bf  | ⢿     | *nerdfont-10431* *nerdfont-u28bf* *nerdfont-⢿*
| 10432   | \u28c0  | ⣀     | *nerdfont-10432* *nerdfont-u28c0* *nerdfont-⣀*
| 10433   | \u28c1  | ⣁     | *nerdfont-10433* *nerdfont-u28c1* *nerdfont-⣁*
| 10434   | \u28c2  | ⣂     | *nerdfont-10434* *nerdfont-u28c2* *nerdfont-⣂*
| 10435   | \u28c3  | ⣃     | *nerdfont-10435* *nerdfont-u28c3* *nerdfont-⣃*
| 10436   | \u28c4  | ⣄     | *nerdfont-10436* *nerdfont-u28c4* *nerdfont-⣄*
| 10437   | \u28c5  | ⣅     | *nerdfont-10437* *nerdfont-u28c5* *nerdfont-⣅*
| 10438   | \u28c6  | ⣆     | *nerdfont-10438* *nerdfont-u28c6* *nerdfont-⣆*
| 10439   | \u28c7  | ⣇     | *nerdfont-10439* *nerdfont-u28c7* *nerdfont-⣇*
| 10440   | \u28c8  | ⣈     | *nerdfont-10440* *nerdfont-u28c8* *nerdfont-⣈*
| 10441   | \u28c9  | ⣉     | *nerdfont-10441* *nerdfont-u28c9* *nerdfont-⣉*
| 10442   | \u28ca  | ⣊     | *nerdfont-10442* *nerdfont-u28ca* *nerdfont-⣊*
| 10443   | \u28cb  | ⣋     | *nerdfont-10443* *nerdfont-u28cb* *nerdfont-⣋*
| 10444   | \u28cc  | ⣌     | *nerdfont-10444* *nerdfont-u28cc* *nerdfont-⣌*
| 10445   | \u28cd  | ⣍     | *nerdfont-10445* *nerdfont-u28cd* *nerdfont-⣍*
| 10446   | \u28ce  | ⣎     | *nerdfont-10446* *nerdfont-u28ce* *nerdfont-⣎*
| 10447   | \u28cf  | ⣏     | *nerdfont-10447* *nerdfont-u28cf* *nerdfont-⣏*
| 10448   | \u28d0  | ⣐     | *nerdfont-10448* *nerdfont-u28d0* *nerdfont-⣐*
| 10449   | \u28d1  | ⣑     | *nerdfont-10449* *nerdfont-u28d1* *nerdfont-⣑*
| 10450   | \u28d2  | ⣒     | *nerdfont-10450* *nerdfont-u28d2* *nerdfont-⣒*
| 10451   | \u28d3  | ⣓     | *nerdfont-10451* *nerdfont-u28d3* *nerdfont-⣓*
| 10452   | \u28d4  | ⣔     | *nerdfont-10452* *nerdfont-u28d4* *nerdfont-⣔*
| 10453   | \u28d5  | ⣕     | *nerdfont-10453* *nerdfont-u28d5* *nerdfont-⣕*
| 10454   | \u28d6  | ⣖     | *nerdfont-10454* *nerdfont-u28d6* *nerdfont-⣖*
| 10455   | \u28d7  | ⣗     | *nerdfont-10455* *nerdfont-u28d7* *nerdfont-⣗*
| 10456   | \u28d8  | ⣘     | *nerdfont-10456* *nerdfont-u28d8* *nerdfont-⣘*
| 10457   | \u28d9  | ⣙     | *nerdfont-10457* *nerdfont-u28d9* *nerdfont-⣙*
| 10458   | \u28da  | ⣚     | *nerdfont-10458* *nerdfont-u28da* *nerdfont-⣚*
| 10459   | \u28db  | ⣛     | *nerdfont-10459* *nerdfont-u28db* *nerdfont-⣛*
| 10460   | \u28dc  | ⣜     | *nerdfont-10460* *nerdfont-u28dc* *nerdfont-⣜*
| 10461   | \u28dd  | ⣝     | *nerdfont-10461* *nerdfont-u28dd* *nerdfont-⣝*
| 10462   | \u28de  | ⣞     | *nerdfont-10462* *nerdfont-u28de* *nerdfont-⣞*
| 10463   | \u28df  | ⣟     | *nerdfont-10463* *nerdfont-u28df* *nerdfont-⣟*
| 10464   | \u28e0  | ⣠     | *nerdfont-10464* *nerdfont-u28e0* *nerdfont-⣠*
| 10465   | \u28e1  | ⣡     | *nerdfont-10465* *nerdfont-u28e1* *nerdfont-⣡*
| 10466   | \u28e2  | ⣢     | *nerdfont-10466* *nerdfont-u28e2* *nerdfont-⣢*
| 10467   | \u28e3  | ⣣     | *nerdfont-10467* *nerdfont-u28e3* *nerdfont-⣣*
| 10468   | \u28e4  | ⣤     | *nerdfont-10468* *nerdfont-u28e4* *nerdfont-⣤*
| 10469   | \u28e5  | ⣥     | *nerdfont-10469* *nerdfont-u28e5* *nerdfont-⣥*
| 10470   | \u28e6  | ⣦     | *nerdfont-10470* *nerdfont-u28e6* *nerdfont-⣦*
| 10471   | \u28e7  | ⣧     | *nerdfont-10471* *nerdfont-u28e7* *nerdfont-⣧*
| 10472   | \u28e8  | ⣨     | *nerdfont-10472* *nerdfont-u28e8* *nerdfont-⣨*
| 10473   | \u28e9  | ⣩     | *nerdfont-10473* *nerdfont-u28e9* *nerdfont-⣩*
| 10474   | \u28ea  | ⣪     | *nerdfont-10474* *nerdfont-u28ea* *nerdfont-⣪*
| 10475   | \u28eb  | ⣫     | *nerdfont-10475* *nerdfont-u28eb* *nerdfont-⣫*
| 10476   | \u28ec  | ⣬     | *nerdfont-10476* *nerdfont-u28ec* *nerdfont-⣬*
| 10477   | \u28ed  | ⣭     | *nerdfont-10477* *nerdfont-u28ed* *nerdfont-⣭*
| 10478   | \u28ee  | ⣮     | *nerdfont-10478* *nerdfont-u28ee* *nerdfont-⣮*
| 10479   | \u28ef  | ⣯     | *nerdfont-10479* *nerdfont-u28ef* *nerdfont-⣯*
| 10480   | \u28f0  | ⣰     | *nerdfont-10480* *nerdfont-u28f0* *nerdfont-⣰*
| 10481   | \u28f1  | ⣱     | *nerdfont-10481* *nerdfont-u28f1* *nerdfont-⣱*
| 10482   | \u28f2  | ⣲     | *nerdfont-10482* *nerdfont-u28f2* *nerdfont-⣲*
| 10483   | \u28f3  | ⣳     | *nerdfont-10483* *nerdfont-u28f3* *nerdfont-⣳*
| 10484   | \u28f4  | ⣴     | *nerdfont-10484* *nerdfont-u28f4* *nerdfont-⣴*
| 10485   | \u28f5  | ⣵     | *nerdfont-10485* *nerdfont-u28f5* *nerdfont-⣵*
| 10486   | \u28f6  | ⣶     | *nerdfont-10486* *nerdfont-u28f6* *nerdfont-⣶*
| 10487   | \u28f7  | ⣷     | *nerdfont-10487* *nerdfont-u28f7* *nerdfont-⣷*
| 10488   | \u28f8  | ⣸     | *nerdfont-10488* *nerdfont-u28f8* *nerdfont-⣸*
| 10489   | \u28f9  | ⣹     | *nerdfont-10489* *nerdfont-u28f9* *nerdfont-⣹*
| 10490   | \u28fa  | ⣺     | *nerdfont-10490* *nerdfont-u28fa* *nerdfont-⣺*
| 10491   | \u28fb  | ⣻     | *nerdfont-10491* *nerdfont-u28fb* *nerdfont-⣻*
| 10492   | \u28fc  | ⣼     | *nerdfont-10492* *nerdfont-u28fc* *nerdfont-⣼*
| 10493   | \u28fd  | ⣽     | *nerdfont-10493* *nerdfont-u28fd* *nerdfont-⣽*
| 10494   | \u28fe  | ⣾     | *nerdfont-10494* *nerdfont-u28fe* *nerdfont-⣾*
| 10495   | \u28ff  | ⣿     | *nerdfont-10495* *nerdfont-u28ff* *nerdfont-⣿*
| 10496   | \u2900  | ⤀     | *nerdfont-10496* *nerdfont-u2900* *nerdfont-⤀*
| 10497   | \u2901  | ⤁     | *nerdfont-10497* *nerdfont-u2901* *nerdfont-⤁*
| 10498   | \u2902  | ⤂     | *nerdfont-10498* *nerdfont-u2902* *nerdfont-⤂*
| 10499   | \u2903  | ⤃     | *nerdfont-10499* *nerdfont-u2903* *nerdfont-⤃*
| 10500   | \u2904  | ⤄     | *nerdfont-10500* *nerdfont-u2904* *nerdfont-⤄*
| 10501   | \u2905  | ⤅     | *nerdfont-10501* *nerdfont-u2905* *nerdfont-⤅*
| 10502   | \u2906  | ⤆     | *nerdfont-10502* *nerdfont-u2906* *nerdfont-⤆*
| 10503   | \u2907  | ⤇     | *nerdfont-10503* *nerdfont-u2907* *nerdfont-⤇*
| 10504   | \u2908  | ⤈     | *nerdfont-10504* *nerdfont-u2908* *nerdfont-⤈*
| 10505   | \u2909  | ⤉     | *nerdfont-10505* *nerdfont-u2909* *nerdfont-⤉*
| 10506   | \u290a  | ⤊     | *nerdfont-10506* *nerdfont-u290a* *nerdfont-⤊*
| 10507   | \u290b  | ⤋     | *nerdfont-10507* *nerdfont-u290b* *nerdfont-⤋*
| 10508   | \u290c  | ⤌     | *nerdfont-10508* *nerdfont-u290c* *nerdfont-⤌*
| 10509   | \u290d  | ⤍     | *nerdfont-10509* *nerdfont-u290d* *nerdfont-⤍*
| 10510   | \u290e  | ⤎     | *nerdfont-10510* *nerdfont-u290e* *nerdfont-⤎*
| 10511   | \u290f  | ⤏     | *nerdfont-10511* *nerdfont-u290f* *nerdfont-⤏*
| 10512   | \u2910  | ⤐     | *nerdfont-10512* *nerdfont-u2910* *nerdfont-⤐*
| 10513   | \u2911  | ⤑     | *nerdfont-10513* *nerdfont-u2911* *nerdfont-⤑*
| 10514   | \u2912  | ⤒     | *nerdfont-10514* *nerdfont-u2912* *nerdfont-⤒*
| 10515   | \u2913  | ⤓     | *nerdfont-10515* *nerdfont-u2913* *nerdfont-⤓*
| 10516   | \u2914  | ⤔     | *nerdfont-10516* *nerdfont-u2914* *nerdfont-⤔*
| 10517   | \u2915  | ⤕     | *nerdfont-10517* *nerdfont-u2915* *nerdfont-⤕*
| 10518   | \u2916  | ⤖     | *nerdfont-10518* *nerdfont-u2916* *nerdfont-⤖*
| 10519   | \u2917  | ⤗     | *nerdfont-10519* *nerdfont-u2917* *nerdfont-⤗*
| 10520   | \u2918  | ⤘     | *nerdfont-10520* *nerdfont-u2918* *nerdfont-⤘*
| 10521   | \u2919  | ⤙     | *nerdfont-10521* *nerdfont-u2919* *nerdfont-⤙*
| 10522   | \u291a  | ⤚     | *nerdfont-10522* *nerdfont-u291a* *nerdfont-⤚*
| 10523   | \u291b  | ⤛     | *nerdfont-10523* *nerdfont-u291b* *nerdfont-⤛*
| 10524   | \u291c  | ⤜     | *nerdfont-10524* *nerdfont-u291c* *nerdfont-⤜*
| 10525   | \u291d  | ⤝     | *nerdfont-10525* *nerdfont-u291d* *nerdfont-⤝*
| 10526   | \u291e  | ⤞     | *nerdfont-10526* *nerdfont-u291e* *nerdfont-⤞*
| 10527   | \u291f  | ⤟     | *nerdfont-10527* *nerdfont-u291f* *nerdfont-⤟*
| 10528   | \u2920  | ⤠     | *nerdfont-10528* *nerdfont-u2920* *nerdfont-⤠*
| 10529   | \u2921  | ⤡     | *nerdfont-10529* *nerdfont-u2921* *nerdfont-⤡*
| 10530   | \u2922  | ⤢     | *nerdfont-10530* *nerdfont-u2922* *nerdfont-⤢*
| 10531   | \u2923  | ⤣     | *nerdfont-10531* *nerdfont-u2923* *nerdfont-⤣*
| 10532   | \u2924  | ⤤     | *nerdfont-10532* *nerdfont-u2924* *nerdfont-⤤*
| 10533   | \u2925  | ⤥     | *nerdfont-10533* *nerdfont-u2925* *nerdfont-⤥*
| 10534   | \u2926  | ⤦     | *nerdfont-10534* *nerdfont-u2926* *nerdfont-⤦*
| 10535   | \u2927  | ⤧     | *nerdfont-10535* *nerdfont-u2927* *nerdfont-⤧*
| 10536   | \u2928  | ⤨     | *nerdfont-10536* *nerdfont-u2928* *nerdfont-⤨*
| 10537   | \u2929  | ⤩     | *nerdfont-10537* *nerdfont-u2929* *nerdfont-⤩*
| 10538   | \u292a  | ⤪     | *nerdfont-10538* *nerdfont-u292a* *nerdfont-⤪*
| 10539   | \u292b  | ⤫     | *nerdfont-10539* *nerdfont-u292b* *nerdfont-⤫*
| 10540   | \u292c  | ⤬     | *nerdfont-10540* *nerdfont-u292c* *nerdfont-⤬*
| 10541   | \u292d  | ⤭     | *nerdfont-10541* *nerdfont-u292d* *nerdfont-⤭*
| 10542   | \u292e  | ⤮     | *nerdfont-10542* *nerdfont-u292e* *nerdfont-⤮*
| 10543   | \u292f  | ⤯     | *nerdfont-10543* *nerdfont-u292f* *nerdfont-⤯*
| 10544   | \u2930  | ⤰     | *nerdfont-10544* *nerdfont-u2930* *nerdfont-⤰*
| 10545   | \u2931  | ⤱     | *nerdfont-10545* *nerdfont-u2931* *nerdfont-⤱*
| 10546   | \u2932  | ⤲     | *nerdfont-10546* *nerdfont-u2932* *nerdfont-⤲*
| 10547   | \u2933  | ⤳     | *nerdfont-10547* *nerdfont-u2933* *nerdfont-⤳*
| 10548   | \u2934  | ⤴     | *nerdfont-10548* *nerdfont-u2934* *nerdfont-⤴*
| 10549   | \u2935  | ⤵     | *nerdfont-10549* *nerdfont-u2935* *nerdfont-⤵*
| 10550   | \u2936  | ⤶     | *nerdfont-10550* *nerdfont-u2936* *nerdfont-⤶*
| 10551   | \u2937  | ⤷     | *nerdfont-10551* *nerdfont-u2937* *nerdfont-⤷*
| 10552   | \u2938  | ⤸     | *nerdfont-10552* *nerdfont-u2938* *nerdfont-⤸*
| 10553   | \u2939  | ⤹     | *nerdfont-10553* *nerdfont-u2939* *nerdfont-⤹*
| 10554   | \u293a  | ⤺     | *nerdfont-10554* *nerdfont-u293a* *nerdfont-⤺*
| 10555   | \u293b  | ⤻     | *nerdfont-10555* *nerdfont-u293b* *nerdfont-⤻*
| 10556   | \u293c  | ⤼     | *nerdfont-10556* *nerdfont-u293c* *nerdfont-⤼*
| 10557   | \u293d  | ⤽     | *nerdfont-10557* *nerdfont-u293d* *nerdfont-⤽*
| 10558   | \u293e  | ⤾     | *nerdfont-10558* *nerdfont-u293e* *nerdfont-⤾*
| 10559   | \u293f  | ⤿     | *nerdfont-10559* *nerdfont-u293f* *nerdfont-⤿*
| 10560   | \u2940  | ⥀     | *nerdfont-10560* *nerdfont-u2940* *nerdfont-⥀*
| 10561   | \u2941  | ⥁     | *nerdfont-10561* *nerdfont-u2941* *nerdfont-⥁*
| 10562   | \u2942  | ⥂     | *nerdfont-10562* *nerdfont-u2942* *nerdfont-⥂*
| 10563   | \u2943  | ⥃     | *nerdfont-10563* *nerdfont-u2943* *nerdfont-⥃*
| 10564   | \u2944  | ⥄     | *nerdfont-10564* *nerdfont-u2944* *nerdfont-⥄*
| 10565   | \u2945  | ⥅     | *nerdfont-10565* *nerdfont-u2945* *nerdfont-⥅*
| 10566   | \u2946  | ⥆     | *nerdfont-10566* *nerdfont-u2946* *nerdfont-⥆*
| 10567   | \u2947  | ⥇     | *nerdfont-10567* *nerdfont-u2947* *nerdfont-⥇*
| 10568   | \u2948  | ⥈     | *nerdfont-10568* *nerdfont-u2948* *nerdfont-⥈*
| 10569   | \u2949  | ⥉     | *nerdfont-10569* *nerdfont-u2949* *nerdfont-⥉*
| 10570   | \u294a  | ⥊     | *nerdfont-10570* *nerdfont-u294a* *nerdfont-⥊*
| 10571   | \u294b  | ⥋     | *nerdfont-10571* *nerdfont-u294b* *nerdfont-⥋*
| 10572   | \u294c  | ⥌     | *nerdfont-10572* *nerdfont-u294c* *nerdfont-⥌*
| 10573   | \u294d  | ⥍     | *nerdfont-10573* *nerdfont-u294d* *nerdfont-⥍*
| 10574   | \u294e  | ⥎     | *nerdfont-10574* *nerdfont-u294e* *nerdfont-⥎*
| 10575   | \u294f  | ⥏     | *nerdfont-10575* *nerdfont-u294f* *nerdfont-⥏*
| 10576   | \u2950  | ⥐     | *nerdfont-10576* *nerdfont-u2950* *nerdfont-⥐*
| 10577   | \u2951  | ⥑     | *nerdfont-10577* *nerdfont-u2951* *nerdfont-⥑*
| 10578   | \u2952  | ⥒     | *nerdfont-10578* *nerdfont-u2952* *nerdfont-⥒*
| 10579   | \u2953  | ⥓     | *nerdfont-10579* *nerdfont-u2953* *nerdfont-⥓*
| 10580   | \u2954  | ⥔     | *nerdfont-10580* *nerdfont-u2954* *nerdfont-⥔*
| 10581   | \u2955  | ⥕     | *nerdfont-10581* *nerdfont-u2955* *nerdfont-⥕*
| 10582   | \u2956  | ⥖     | *nerdfont-10582* *nerdfont-u2956* *nerdfont-⥖*
| 10583   | \u2957  | ⥗     | *nerdfont-10583* *nerdfont-u2957* *nerdfont-⥗*
| 10584   | \u2958  | ⥘     | *nerdfont-10584* *nerdfont-u2958* *nerdfont-⥘*
| 10585   | \u2959  | ⥙     | *nerdfont-10585* *nerdfont-u2959* *nerdfont-⥙*
| 10586   | \u295a  | ⥚     | *nerdfont-10586* *nerdfont-u295a* *nerdfont-⥚*
| 10587   | \u295b  | ⥛     | *nerdfont-10587* *nerdfont-u295b* *nerdfont-⥛*
| 10588   | \u295c  | ⥜     | *nerdfont-10588* *nerdfont-u295c* *nerdfont-⥜*
| 10589   | \u295d  | ⥝     | *nerdfont-10589* *nerdfont-u295d* *nerdfont-⥝*
| 10590   | \u295e  | ⥞     | *nerdfont-10590* *nerdfont-u295e* *nerdfont-⥞*
| 10591   | \u295f  | ⥟     | *nerdfont-10591* *nerdfont-u295f* *nerdfont-⥟*
| 10592   | \u2960  | ⥠     | *nerdfont-10592* *nerdfont-u2960* *nerdfont-⥠*
| 10593   | \u2961  | ⥡     | *nerdfont-10593* *nerdfont-u2961* *nerdfont-⥡*
| 10594   | \u2962  | ⥢     | *nerdfont-10594* *nerdfont-u2962* *nerdfont-⥢*
| 10595   | \u2963  | ⥣     | *nerdfont-10595* *nerdfont-u2963* *nerdfont-⥣*
| 10596   | \u2964  | ⥤     | *nerdfont-10596* *nerdfont-u2964* *nerdfont-⥤*
| 10597   | \u2965  | ⥥     | *nerdfont-10597* *nerdfont-u2965* *nerdfont-⥥*
| 10598   | \u2966  | ⥦     | *nerdfont-10598* *nerdfont-u2966* *nerdfont-⥦*
| 10599   | \u2967  | ⥧     | *nerdfont-10599* *nerdfont-u2967* *nerdfont-⥧*
| 10600   | \u2968  | ⥨     | *nerdfont-10600* *nerdfont-u2968* *nerdfont-⥨*
| 10601   | \u2969  | ⥩     | *nerdfont-10601* *nerdfont-u2969* *nerdfont-⥩*
| 10602   | \u296a  | ⥪     | *nerdfont-10602* *nerdfont-u296a* *nerdfont-⥪*
| 10603   | \u296b  | ⥫     | *nerdfont-10603* *nerdfont-u296b* *nerdfont-⥫*
| 10604   | \u296c  | ⥬     | *nerdfont-10604* *nerdfont-u296c* *nerdfont-⥬*
| 10605   | \u296d  | ⥭     | *nerdfont-10605* *nerdfont-u296d* *nerdfont-⥭*
| 10606   | \u296e  | ⥮     | *nerdfont-10606* *nerdfont-u296e* *nerdfont-⥮*
| 10607   | \u296f  | ⥯     | *nerdfont-10607* *nerdfont-u296f* *nerdfont-⥯*
| 10608   | \u2970  | ⥰     | *nerdfont-10608* *nerdfont-u2970* *nerdfont-⥰*
| 10609   | \u2971  | ⥱     | *nerdfont-10609* *nerdfont-u2971* *nerdfont-⥱*
| 10610   | \u2972  | ⥲     | *nerdfont-10610* *nerdfont-u2972* *nerdfont-⥲*
| 10611   | \u2973  | ⥳     | *nerdfont-10611* *nerdfont-u2973* *nerdfont-⥳*
| 10612   | \u2974  | ⥴     | *nerdfont-10612* *nerdfont-u2974* *nerdfont-⥴*
| 10613   | \u2975  | ⥵     | *nerdfont-10613* *nerdfont-u2975* *nerdfont-⥵*
| 10614   | \u2976  | ⥶     | *nerdfont-10614* *nerdfont-u2976* *nerdfont-⥶*
| 10615   | \u2977  | ⥷     | *nerdfont-10615* *nerdfont-u2977* *nerdfont-⥷*
| 10616   | \u2978  | ⥸     | *nerdfont-10616* *nerdfont-u2978* *nerdfont-⥸*
